PROVIDER_NUMBER,FYB,FYE,STATUS,HOSPITAL_Name,Street_Addr,Po_BOx,City,State,Zip_Code,County,IME1,IME2,IME3,DSH1,DSH2,DSH3,DSH_SHARE_PERCENTAGE,GME_PART_A,GME_PART_B,TOTAL_HOSPITAL_BEDS,TOTAL_HOSPITAL_BED_DAYS_AVAILABLE,TOTAL_HOSPITAL_MEDICARE_DAYS,TOTAL_HOSPITAL_MEDICAID_DAYS,TOTAL_HOSPITAL_DAYS,INTERNS_AND_RESIDENTS,TOTAL_HOSPITAL_EMPLOYEES_ON_PAYROL,TOTAL_HOSPITAL_NON_PAID_WORKERS,TOTAL_HOSPITAL_MEDICARE_DISCHARGES,TOTAL_HOSPITAL_MEDICAID_DISCHARGES,TOTAL_HOSPITAL_DISCHARGES,MEDICAID_HMO_DISCHARGES,MEDICAID_HMO_IPF_SUBPROVIDER,MEDICAID_HMO_IRF_SUBPROVIDER,MEDICAID_IPF_SUBPROVIDER,MEDICAID_IRF_SUBPROVIDER,TOTAL_DISCHARGES_SUBPROVIDER_IPF,TOTAL_DISCHARGES_SUBPROVIDER_IRF
291302,01-JUL-12,30-JUN-13,Reopened,WILLIAM BEE RIRIE HOSPITAL              ,1500 AVENUE G                           ,,ELY                                     ,NV                                      ,89301-                                  ,WHITE PINE                              ,,,,,,,,,,25,9125,512,139,1244,,118.32,,183,65,369,,,,,,,
291303,01-JUL-12,30-JUN-13,Reopened,BATTLE MOUNTAIN GENERAL HOSPITAL        ,535 HUMBOLDT STREET                     ,,BATTLE MOUNTAIN                         ,NV                                      ,89820                                   ,LANDER                                  ,,,,,,,,,,7,2555,74,1,187,,67.12,,27,1,44,,,,,,,
291304,01-JUL-12,30-JUN-13,Settled,PERSHING GENERAL HOSPITAL               ,855 6TH STREET                          ,661                                     ,LOVELOCK                                ,NV                                      ,89419                                   ,PERSHING                                ,,,,,,,,,,13,4745,239,12,285,,50.61,,26,4,46,,,,,,,
291306,01-JAN-12,31-DEC-12,Settled,CARSON VALLEY MEDICAL CENTER            ,1107 US HIGHWAY 395                     ,,GARDNERVILLE                            ,NV                                      ,89410                                   ,DOUGLAS                                 ,,,,,,,,,,23,8418,1584,53,2339,,211.07,,442,17,739,,,,,,,
291307,01-AUG-12,31-JUL-13,Settled,MESA VIEW REGIONAL HOSPITAL             ,1299 BERTHA HOWE AVE                    ,,MESQUITE                                ,NV                                      ,89027-                                  ,CLARK COUNTY                            ,,,,,,,,,,25,9125,1161,284,2275,,153.27,,410,43,786,,,,,,,
291308,01-JUL-12,30-JUN-13,Settled,HUMBOLDT GENERAL HOSPITAL               ,118 EAST HASKELL                        ,,WINNEMUCCA                              ,NV                                      ,89445-                                  ,HUMBOLDT                                ,,,,,,,,,,22,8030,782,273,2723,,179.62,,209,172,1151,,,,,,,
291309,01-JAN-12,31-DEC-12,Settled,BOULDER CITY HOSPITAL                   ,901 ADAMS BLVD                          ,,BOULDER CITY                            ,NV                                      ,89005-2247                              ,CLARK                                   ,,,,,,,,,,20,7320,1316,57,1935,,131.3,,224,10,376,,,,,,,
291311,01-JAN-12,31-DEC-12,Settled,DESERT VIEW REGIONAL MEDICAL CENTER     ,360 S LOLA LANE                         ,,PAHRUMP                                 ,NV                                      ,89048-                                  ,NYE                                     ,,,,,,,,,,24,8784,1695,177,3777,,150.59,,468,81,1280,,,,,,,
291312,01-JUL-12,30-JUN-13,Settled,GROVER C DILS MEDICAL CENTER            ,700 N. SPRING STREET                    ,,CALIENTE                                ,NV                                      ,89008-                                  ,LINCOLN                                 ,,,,,,,,,,4,1460,756,20,854,,37.59,,111,7,143,,,,,,,
292002,01-SEP-12,31-AUG-13,Reopened,KINDRED HOSPITAL LAS VEGAS              ,5110 WEST SAHARA AVENUE                 ,,LAS VEGAS                               ,NV                                      ,89146                                   ,CLARK                                   ,,,,,,,,,,146,58464,15859,3428,42907,,377.7,,540,71,1425,,,,,,,
292003,01-JUN-12,31-MAY-13,Settled,HORIZON SPEC HOSPITAL-LASVEGAS          ,640 DESERT LANE                         ,,LAS VEGAS                               ,NV                                      ,89106                                   ,CLARK                                   ,,,,,,,,,,100,22265,6969,4358,13413,,124,,251,114,457,,,,,,,
292004,01-SEP-12,30-MAY-13,Settled,TAHOE PACIFIC HOSPITAL  INC.            ,10101 DOUBLE R BLVD.                    ,,RENO                                    ,NV                                      ,89521-5931                              ,WASHOE                                  ,,,,,,,,,,60,16320,7168,111,10253,,111.1,,245,2,352,,,,,,,
292006,01-JUN-12,30-MAY-13,Settled,COMPLEX CARE HOSPITAL AT TENAYA         ,2500 NORTH TENAYA WAY                   ,,LAS VEGAS                               ,NV                                      ,89128                                   ,CLARK                                   ,,,,,,,,,,70,25480,13760,1277,17877,,147.64,,533,43,666,,,,,,,
292007,01-JAN-12,31-DEC-12,Settled,PROGRESSIVE HOSPITAL LLC                ,4015 MCLOUD DR.                         ,,LAS VEGAS                               ,NV                                      ,89121                                   ,CLARK                                   ,,,,,,,,,,24,8760,2953,816,5262,,49.62,,100,27,172,,,,,,,
292008,01-JAN-12,31-DEC-12,Settled,CARSON TAHOE CONTINUING CARE HOSPITA    ,775 FLEISCHMANN WAY                     ,,CARSON CITY                             ,NV                                      ,89703                                   ,CARSON CITY                             ,,,,,,,,,,29,10614,4340,657,6936,,55,,170,32,289,,,,,,,
293026,01-JAN-12,31-DEC-12,Settled,HEALTHSOUTH REHABLITATON HOSPITAL OF    ,1250 SOUTH VALLEY VIEW BLVD             ,,LAS VEGAS                               ,NV                                      ,89102                                   ,CLARK                                   ,,,,,,,,,,79,28914,13538,1012,19665,,172.8,,1144,93,1623,,,,,,,
293032,01-JAN-12,31-DEC-12,Settled,HEALTHSOUTH REHABILITATION HOSPITAL     ,10301 JEFFREYS STREET                   ,,HENDERSON                               ,NV                                      ,89052-0000                              ,CLARK                                   ,,,,,,,,,,90,32940,16953,857,22969,,181.29,,1200,58,1612,,,,,,,
293033,01-JAN-12,31-DEC-12,Settled w/Audit,HEALTHSOUTH DESERT CANYON REHABILITA    ,9175 WEST OQUENDO ROAD                  ,,LAS VEGAS                               ,NV                                      ,89148                                   ,CLARK                                   ,,,,,,,,,,50,18300,11541,66,14830,,121.5,,924,,1143,,,,,,,
294000,01-JUL-12,30-JUN-13,Settled,NORTHERN NEVADA ADULT MENTAL HEALTH     ,480 GALETTI WAY                         ,,SPARKS                                  ,NV                                      ,89431                                   ,WASHOE                                  ,,,,,,,,,,70,25550,543,49,4652,,272.03,,53,4,435,,,,,,,
294002,01-JUL-12,30-JUN-13,Settled,SOUTHERN NEVADA ADULT MENTAL HEALTH     ,6161 W. CHARLESTON                      ,,LAS VEGAS                               ,NV                                      ,89146                                   ,CLARK                                   ,,,,,,,,,,289,105485,2419,1,47695,,660.35,,141,1,1702,,,,,,,
294003,01-NOV-11,31-OCT-12,Settled,WEST HILLS HOSPITAL                     ,1240 EAST 9TH STREET                    ,,RENO                                    ,NV                                      ,89512                                   ,WASHOE                                  ,,,,,,,,,,92,33672,5211,1506,15230,,115.77,,571,195,2224,,,,,,,
294008,01-JAN-12,31-DEC-12,Settled,RED ROCK HOSPITAL                       ,5975 WEST TWAINTREET                    ,,LAS VEGAS                               ,NV                                      ,89103                                   ,CLARK                                   ,,,,,,,,,,21,7686,3755,27,6827,,37.19,,267,4,525,,,,,,,
294009,01-JAN-12,31-DEC-12,Settled,MONTEVISTA HOSPITAL                     ,5900 WEST ROCHELLE AVENUE               ,,LAS VEGAS                               ,NV                                      ,89103                                   ,CLARK                                   ,,,,,,,,,,87,31842,7264,4647,26808,,177.75,,590,431,3086,,,,,,,
294010,01-JAN-12,31-DEC-12,Settled,SPRING MOUNTAIN SAHARA                  ,5640 WEST SAHARA AVENUE                 ,,LAS VEGAS                               ,NV                                      ,89146-                                  ,CARSON                                  ,,,,,,,,,,30,10980,6404,23,8463,,54.48,,522,4,793,,,,,,,
294011,01-JAN-12,31-DEC-12,Settled,SPRING MOUNTAIN TREATMENT CENTER        ,7000 WEST SPRING MOUNTAIN RAOD          ,,LAS VEGAS                               ,NV                                      ,89117-3816                              ,CLARK                                   ,,,,,,,,,,82,30012,8239,3821,21676,,132.09,,823,574,2798,,,,,,,
294012,01-JUL-12,30-JUN-13,Settled,SEVEN HILLS BEHAVIORAL INSTITUTE        ,3021 W. HORIZON RIDGE PARKWAY           ,,HENDERSON                               ,NV                                      ,89052-3990                              ,CLARK COUNTY                            ,,,,,,,,,,53,19345,4705,509,19055,,103.75,,370,62,2636,,,,,,,
300001,01-OCT-11,30-SEP-12,Settled,CONCORD HOSPITAL  INC.                  ,250 PLEASANT STREET                     ,,CONCORD                                 ,NH                                      ,03301                                   ,MERRIMACK                               ,3484552,,,,,,,1013432,537584,191,64420,22890,5198,51560,,2515,,5042,1390,11923,,,,97,,564,
300003,01-OCT-11,30-JUN-12,Settled w/Audit,MARY HITCHCOCK MEMORIAL HOSP            ,ONE MEDICAL CENTER DRIVE                ,,LEBANON                                 ,NH                                      ,03756-0001                              ,GRAFTON                                 ,27644565,,,6198053,,,.0939,4695182,2985809,367,98415,33773,8125,80196,316.15,3833,,5832,1050,13961,,,,71,,776,
300003,01-JUL-12,30-JUN-13,Settled,MARY HITCHCOCK MEMORIAL HOSP            ,ONE MEDICAL CENTER DRIVE                ,,LEBANON                                 ,NH                                      ,03756-0001                              ,GRAFTON                                 ,39575760,,,8999873,,,.096,6396329,4354382,367,132442,45679,11209,106629,318.04,3437.95,,7883,1475,18660,,,,121,,1101,
300005,01-OCT-11,30-SEP-12,Settled,LAKES REGION GENERAL HOSPITAL           ,80 HIGHLAND STREET                      ,,LACONIA                                 ,NH                                      ,03246-                                  ,BELKNAP                                 ,,,,526560,,,.0338,,,78,28548,11404,2217,20258,,1435.8,,1882,607,3585,,,,,,130,
300011,01-JAN-12,31-DEC-12,Settled,ST. JOSEPH HOSPITAL                     ,172 KINSLEY ST                          ,,NASHUA                                  ,NH                                      ,03060-                                  ,HILLSBORO                               ,,,,,,,,,,166,60756,12770,1225,23028,,972.19,,2623,379,5379,,,,7,16,234,491
300012,01-JUL-12,30-JUN-13,Reopened,ELLIOT HOSPITAL                         ,1 ELLIOT WAY                            ,,MANCHESTER                              ,NH                                      ,03103-                                  ,HILLSBOROUGH                            ,,,,3480766,,,.0938,,,203,74095,18304,9628,50436,,2015.69,,4265,2337,11690,,,,111,,753,
300014,01-OCT-11,30-SEP-12,Settled,FRISBIE MEMORIAL HOSPITAL               ,11 WHITEHALL ROAD                       ,,ROCHESTER                               ,NH                                      ,03867-                                  ,STRAFFORD                               ,,,,987690,,,.0877,,,64,23424,6680,2290,12617,,740.05,,1594,677,3260,,,,,,170,
300017,01-AUG-12,31-JUL-13,Settled,PARKLAND MEDICAL CENTER                 ,1 PARKLAND DRIVE                        ,,DERBY                                   ,NH                                      ,03038-                                  ,ROCKINGHAM                              ,,,,,,,,,,82,29930,7442,835,12954,,386.5,,1856,260,3498,,,,,,,
300018,01-JAN-12,31-DEC-12,Settled,WENTWORTH-DOUGLASS HOSPITAL             ,789 CENTRAL AVENUE                      ,,DOVER                                   ,NH                                      ,03820                                   ,STRAFFORD                               ,,,,708327,,,.0294,,,115,42090,14744,2853,29582,,1364.09,,3112,729,6663,,,,,,,
300019,01-OCT-11,30-JUN-12,Reopened,CHESHIRE MEDICAL CENTER                 ,580 COURT STREET                        ,,KEENE                                   ,NH                                      ,03431-                                  ,CHESHIRE                                ,,,,299637,,,.035,,,98,26852,5793,989,10652,,590.52,,1226,313,2342,,,,125,3,501,202
300019,01-JUL-12,30-JUN-13,As Submitted,CHESHIRE MEDICAL CENTER                 ,580 COURT STREET                        ,,KEENE                                   ,NH                                      ,03431-                                  ,CHESHIRE                                ,,,,,,,,,,98,35770,6944,1495,12796,,499.45,,1513,295,3499,,,,191,5,617,272
300020,01-OCT-11,30-SEP-12,Settled,SOUTHERN NH MEDICAL CENTER              ,8 PROSPECT STREET                       ,2014                                    ,NASHUA                                  ,NH                                      ,03060-                                  ,HILLSBOROUGH                            ,285787,,,1515712,,,.0706,114608,51938,155,56730,11999,4729,31208,3.66,1138.69,,2660,1261,7065,,,,92,,513,
300023,01-OCT-11,30-SEP-12,Settled,EXETER HOSPITAL  INC.                   ,5 ALUMNI DRIVE                          ,,EXETER                                  ,NH                                      ,03833                                   ,ROCKINGHAM                              ,,,,,,,,,,99,36234,12863,1802,23717,,1066.68,,2955,287,5747,,,,,,,
300029,01-MAR-12,28-FEB-13,Settled,PORTSMOUTH REGIONAL HOSPITAL            ,333 BORTHWICK AVENUE                    ,,PORTSMOUTH                              ,NH                                      ,03801-                                  ,ROCKINGHAM                              ,,,,,,,,,,158,57670,18000,2614,32896,,766.64,,3279,607,6563,,,,252,,1254,
300034,01-JUL-12,30-JUN-13,Reopened,CATHOLIC MEDICAL CENTER                 ,100 MC GREGOR STREET                    ,,MANCHESTER                              ,NH                                      ,03102                                   ,HILLSBOROUGH                            ,,,,1173703,,,.0259,,,204,74460,21869,5344,44657,,1586.73,,4427,1246,9227,,,,,22,,386
301300,01-OCT-11,30-SEP-12,Amended,UPPER CONNECTICUT VALLEY HOSPITAL       ,CORLISS LANE  RR 2                      ,13                                      ,COLEBROOK                               ,NH                                      ,03576                                   ,COOS                                    ,,,,,,,,,,16,5856,1215,131,1694,,94.15,,175,25,260,,,,,,,
301301,01-OCT-11,30-SEP-12,As Submitted,COTTAGE HOSPITAL                        ,90 SWIFTWATER ROAD                      ,2001                                    ,WOODSVILLE                              ,NH                                      ,03785-                                  ,GRAFTON                                 ,,,,,,,,,,25,9150,3462,251,5079,,185.98,,381,93,679,,,,,,,
301302,01-OCT-11,30-SEP-12,Amended,LITTLETON REGIONAL HOSPITAL             ,600 ST. JOHNSBURY ROAD                  ,,LITTLETON                               ,NH                                      ,03561-                                  ,GRAFTON                                 ,,,,,,,,,,25,9150,2630,618,5412,,349.13,,511,15,1292,,,,,,,
301303,01-OCT-11,30-SEP-12,Amended,WEEKS MEDICAL CENTER                    ,173 MIDDLE STREET                       ,,LANCASTER                               ,NH                                      ,03584-                                  ,COOS                                    ,,,,,,,,,,25,9150,2870,113,3807,,217.36,,372,25,622,,,,,,,
301304,01-OCT-11,30-SEP-12,As Submitted,NEW LONDON HOSPITAL                     ,273 COUNTY ROAD                         ,,NEW LONDON                              ,NH                                      ,03257-4570                              ,MERRIMACK                               ,,,,,,,,,,25,9150,3375,73,4343,,354,,530,22,831,,,,,,,
301305,01-OCT-11,30-SEP-12,As Submitted,ALICE PECK DAY MEMORIAL HOSPITAL        ,125 MASCOMA ST.                         ,,LEBANON                                 ,NH                                      ,03766                                   ,UNITED STATES                           ,,,,,,,,,,25,9150,3475,274,5917,,360.57,,404,127,936,,,,,,,
301306,01-OCT-11,30-SEP-12,As Submitted,FRANKLIN REGIONAL HOSPITAL              ,15 AIKEN AVENUE                         ,,FRANKLIN                                ,NH                                      ,03235-1259                              ,MERRIMACK                               ,,,,,,,,,,25,9150,3467,119,5973,,320.86,,364,38,579,,,,,,,
301307,01-JUL-12,30-JUN-13,Amended,MEMORIAL HOSPITAL                       ,3073 WHITE MOUNTAIN HIGHWAY             ,,NORTH CONWAY                            ,NH                                      ,03860                                   ,CARROLL                                 ,,,,,,,,,,25,9125,3374,678,6541,,371.62,,675,228,1391,,,,,,,
301308,01-OCT-11,30-SEP-12,As Submitted,VALLEY REGIONAL HOSPITAL  INC.          ,243 ELM STREET                          ,,CLAREMONT                               ,NH                                      ,03743-                                  ,SULLIVAN                                ,,,,,,,,,,25,9150,3087,266,4629,,287.43,,521,108,837,,,,,,,
301309,01-OCT-11,30-SEP-12,As Submitted,MONADNOCK COMMUNITY HOSPITAL            ,452 OLD STREET ROAD                     ,,PETERBOROUGH                            ,NH                                      ,03458-                                  ,HILLSBOROUGH                            ,,,,,,,,,,25,9150,3207,498,5571,,545.1,,598,210,1216,,,,,,,
301310,01-JAN-12,31-DEC-12,Amended,ANDROSCOGGIN VALLEY HOSPITAL            ,59 PAGE HILL ROAD                       ,,BERLIN                                  ,NH                                      ,03570-                                  ,COOS                                    ,,,,,,,,,,25,9150,3641,574,5497,,340.92,,551,196,1182,,,,,,,
301311,01-JUL-12,30-JUN-13,As Submitted,SPEARE MEMORIAL HOSPITAL                ,16 HOSPITAL RD                          ,,PLYMOUTH                                ,NH                                      ,03264-                                  ,GRAFTON                                 ,,,,,,,,,,25,9125,2012,552,4887,,282.98,,486,145,1205,,,,,,,
301312,01-OCT-11,30-SEP-12,As Submitted,HUGGINS HOSPITAL                        ,240 SOUTH MAIN STREET                   ,912                                     ,WOLFEBORO                               ,NH                                      ,03894                                   ,CARROLL                                 ,,,,,,,,,,25,9150,4209,182,5715,,296.5,,631,46,1000,,,,,,,
303026,01-JUN-12,31-MAY-13,Settled,NORTHEAST REHABILITATION HOSPITAL       ,70 BUTLER STREET STREET                 ,,SALEM                                   ,NH                                      ,03079-                                  ,ROCKINGHAM                              ,,,,,,,,,,135,49275,27430,869,36035,,609.19,,2278,59,2956,,,,,,,
303027,01-JAN-12,31-DEC-12,Reopened,HEALTHSOUTH REHABILITATION HOSPITAL     ,254 PLEASANT STREET                     ,,CONCORD                                 ,NH                                      ,03301                                   ,MERRIMACK                               ,,,,,,,,,,50,18300,8142,547,11595,,114.21,,632,37,884,,,,,,,
304000,01-JUL-12,30-JUN-13,Settled,NEW HAMPSHIRE HOSPITAL                  ,36 CLINTON STREET                       ,,CONCORD                                 ,NH                                      ,03301-                                  ,MERRIMACK                               ,,,,,,,,,,152,55480,9289,2855,46939,,602,,531,174,1499,,,,,,,
304001,01-JAN-12,31-DEC-12,Settled,HAMPSTEAD HOSPITAL                      ,218 EAST ROAD                           ,,HAMPSTEAD                               ,NH                                      ,03841-5303                              ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310001,01-JAN-12,31-DEC-12,Settled w/Audit,HACKENSACK UNIVERSITY MEDICAL CENTER    ,30 PROSPECT AVENUE                      ,,HACKENSACK                              ,NJ                                      ,07601                                   ,BERGEN                                  ,17010734,,,9935903,,,.0677,3801507,1674899,676,247416,77146,15634,222255,136.72,6663,,12145,1166,46485,,,,,,863,
310002,01-JAN-12,31-DEC-12,Settled,NEWARK BETH ISRAEL                      ,201 LYONS AVE                           ,,NEWARK                                  ,NJ                                      ,07112                                   ,ESSEX                                   ,12314476,,,21568628,,,.3414,3370277,898761,481,176046,39729,23956,142896,169.02,3009.14,,5109,2298,21245,,,,,,821,
310003,01-JAN-12,31-DEC-12,Settled,PALISADES MEDICAL CENTER                ,7600 RIVER ROAD                         ,,NORTH BERGEN                            ,NJ                                      ,07047                                   ,HUDSON                                  ,542375,,,6963487,,,.2253,,,192,70090,21827,5069,47419,6.17,846,,3733,1850,11335,,,,,,,
310005,01-JAN-12,31-DEC-12,Settled w/Audit,HUNTERDON MEDICAL CENTER                ,2100 WESCOTT DR.                        ,,FLEMINGTON                              ,NJ                                      ,08822                                   ,HUNTERDON                               ,1510476,,,,,,,941943,396090,170,62220,18506,576,38064,19.36,1597.98,,3212,108,7743,,,,53,,531,
310006,01-JAN-12,31-DEC-12,Settled w/Audit,ST. MARYS HOSPITAL - PASSAIC            ,350 BOULEVARD  AVENUE                   ,,PASSAIC                                 ,NJ                                      ,07055-                                  ,PASSAIC                                 ,248718,,,5218891,,,.1336,99799,35780,210,76860,23794,1515,46055,3.08,1046.57,,3782,404,9300,,,,,,,
310008,01-JAN-12,31-DEC-12,Reopened,HOLY NAME HOSPITAL                      ,718 TEANECK ROAD                        ,,TEANECK                                 ,NJ                                      ,07666-                                  ,BERGEN                                  ,,,,2340818,,,.0409,,,290,106140,36003,1456,68384,,1629.8,,6098,308,13777,,,,118,,780,
310009,01-JAN-12,31-DEC-12,Settled w/Audit,CLARA MAASS MEDICAL CENTER              ,1 CLARA MAASS DRIVE                     ,,BELLEVILLE                              ,NJ                                      ,07109                                   ,ESSEX                                   ,,,,7886153,,,.1457,,,291,106506,31858,6624,77615,,1444.09,,5754,983,16846,,,,,,1522,
310010,01-JAN-12,31-DEC-12,Reopened,PRINCETON HEALTHCARE SYSTEM             ,ONE PLAINSBORO ROAD                     ,,PLAINSBORO                              ,NJ                                      ,08536                                   ,MIDDLESEX                               ,3114385,,,,,,,937137,346456,210,76860,24156,2839,57889,36.89,1795,,5051,914,12128,,,,356,,3375,292
310011,01-JAN-12,31-DEC-12,Settled,CAPE REGIONAL MEDICAL CENTER            ,TWO STONE HARBOR BOULEVARD              ,,CAPE MAY COURT HOUSE                    ,NJ                                      ,08210                                   ,CAPE MAY                                ,,,,1847036,,,.0574,,,149,54534,18358,1868,34104,,772.45,,4396,508,10248,,,,,,,
310012,01-JAN-12,31-DEC-12,Settled,THE VALLEY HOSPITAL                     ,223 N. VAN DIEN AVENUE                  ,,RIDGEWOOD                               ,NJ                                      ,07450                                   ,BERGEN                                  ,,,,,,,,,,419,152866,67349,861,129787,,3190.95,92.77,12153,226,28745,,,,,,,
310014,01-JAN-12,31-DEC-12,Settled,COOPER UNIVERSITY HOSPITAL              ,ONE COOPER PLAZA                        ,,CAMDEN                                  ,NJ                                      ,08103                                   ,U.S.A.                                  ,16280733,,,17736085,,,.2691,6807286,2819163,489,178409,36721,16866,132728,269.67,3550.29,,6262,1426,26392,,,,,,,
310015,01-JAN-12,31-DEC-12,As Submitted,MORRISTOWN MEMORIAL HOSPITAL            ,100 MADISON AVE                         ,,MORRISTOWN                              ,NJ                                      ,07960-6136                              ,MORRIS                                  ,20377538,,,,,,,5787776,1613359,569,192325,68667,4043,167017,163.64,4403.03,,11833,694,36249,,,,20,8,553,899
310016,01-JAN-12,12-JUL-12,Settled,CHRIST HOSPITAL                         ,176 PALISADE AVENUE                     ,,JERSEY CITY                             ,NJ                                      ,07306                                   ,HUDSON                                  ,533050,,,3419009,,,.2655,293789,61343,227,44038,9229,1087,25228,14.84,1134.82,,1468,342,5674,,,,,,,
310016,13-JUL-12,31-DEC-12,Reopened,CHRIST HOSPITAL                         ,176 PALISADE AVENUE                     ,,JERSEY CITY                             ,NJ                                      ,07306                                   ,HUDSON                                  ,453161,,,2460960,,,.2194,307911,77316,191,32852,7652,670,21643,13.41,1027.25,,1196,214,4845,,,,,,,
310017,01-JAN-12,31-DEC-12,Reopened,CHILTON HOSPITAL                        ,97 WEST PARKWAY                         ,,POMPTON PLAINS                          ,NJ                                      ,07444                                   ,MORRIS                                  ,,,,,,,,,,256,93696,24924,909,48713,,1042.52,,4527,185,10627,,,,,,,
310019,01-JAN-12,31-DEC-12,As Submitted,ST. JOSEPHS HOSPITAL & MEDICAL CTR      ,703 MAIN STREET                         ,,PATERSON                                ,NJ                                      ,07503                                   ,PASSAIC                                 ,14774667,,,25208786,,,.2599,5635529,1529442,665,243390,59969,24273,184310,199.88,4480.14,,9350,2470,37103,,,,,,,562
310021,01-JAN-12,31-DEC-12,Settled w/Audit,ST. FRANCIS MEDICAL CENTER              ,601 HAMILTON AVE                        ,,TRENTON                                 ,NJ                                      ,08629                                   ,MERCER                                  ,1817982,,,1522783,,,.085,848315,334650,180,65880,12576,2034,33550,25.46,713,,1999,280,6188,,,,,,,
310022,01-JAN-12,31-DEC-12,Reopened,WEST JERSEY HEALTH SYSTEM               ,1000 ATLANTIC                           ,,CAMDEN                                  ,NJ                                      ,08104-                                  ,CAMDEN                                  ,2923231,,,,,,,1438534,256305,673,246318,63736,4501,168727,32.44,3154.27,,12359,417,34245,,,,,,,
310024,01-JAN-12,31-DEC-12,Settled,RWJUH AT RAHWAY                         ,865 STONE STREET                        ,,RAHWAY                                  ,NJ                                      ,07065                                   ,UNION                                   ,,,,,,,,,,141,51606,17177,593,28993,,666,,3412,67,5982,,,,,,,
310025,01-JAN-12,31-DEC-12,Settled,BAYONNE MEDICAL CENTER                  ,29 EAST 29TH STREET                     ,,BAYONNE MEDICAL CENTER                  ,NJ                                      ,07002                                   ,HUDSON                                  ,,,,913572,,,.0439,,,236,86376,12953,685,27481,,685.2,,2348,87,5442,,,,122,,455,
310027,01-JAN-12,31-DEC-12,Amended,TRINITAS HOSPITAL                       ,225 WILLIAMSON STREET                   ,,ELIZABETH                               ,NJ                                      ,07201                                   ,UNION                                   ,2804927,,,8043277,,,.2727,1046575,404502,259,94794,20154,10721,66164,39.81,1912.15,,3475,2303,14977,,,,546,,1793,
310028,01-JAN-12,31-DEC-12,Settled,NEWTON MEDICAL CENTER                   ,175 HIGH ST                             ,,NEWTON                                  ,NJ                                      ,07860                                   ,SUSSEX                                  ,,,,,,,,,,132,48180,17116,356,30558,,1145.33,,3404,93,7634,,,,80,,558,
310029,01-JAN-12,31-DEC-12,Settled,OUR LADY OF LOURDES MED. CTR.           ,1600 HADDON AVENUE                      ,,CAMDEN                                  ,NJ                                      ,08103                                   ,CAMDEN                                  ,3333545,,,8668708,,,.1567,1335227,345039,311,113764,27677,5374,65409,43.24,1428.05,,5358,844,14045,,,,,17,,719
310031,01-JAN-12,31-DEC-12,Settled,DEBORAH HEART AND LUNG CENTER           ,200 TRENTON ROAD                        ,,BROWNS MILLS                            ,NJ                                      ,08015-                                  ,BURLINGTON                              ,5871499,,,,,,,1046448,363876,89,32574,9221,194,17643,25.76,792.37,,2241,91,4495,,,,,,,
310032,01-JAN-12,31-DEC-12,Settled w/Audit,SOUTH JERSEY HOSPITAL RMC               ,1505 WEST SHERMAN AVE                   ,,VINELAND                                ,NJ                                      ,08360                                   ,CUMBERLAND                              ,4963428,,,7858181,,,.1617,1897615,532953,290,106140,32391,8739,76324,40,2050.52,,6261,1987,18443,,,,,,1128,
310034,01-JAN-12,31-DEC-12,Settled,RIVERVIEW MEDICAL CENTER                ,1 RIVERVIEW PLAZA                       ,,RED BANK                                ,NJ                                      ,07701                                   ,MONMOUTH                                ,,,,,,,,,,211,77226,28437,1719,55393,,1265.09,,4838,351,12916,,,,,2,1406,804
310038,01-JAN-12,31-DEC-12,Settled,ROBERT WOOD JOHNSON UNIVERSITY HOSP     ,ONE ROBERT WOOD JOHNSON PLACE           ,2601                                    ,NEW BRUNSWICK                           ,NJ                                      ,08903-2601                              ,MIDDLESEX                               ,20299686,,,12611958,,,.1075,5243399,1469922,610,223260,68730,11804,185916,282.8,3925.9,,9875,1781,34114,,,,,,,
310039,01-JAN-12,31-DEC-12,Settled,RARITAN BAY MEDICAL CENTER              ,530 NEW BRUNSWICK AVE                   ,,PERTH AMBOY                             ,NJ                                      ,08861                                   ,MIDDLESEX                               ,2311919,,,5986527,,,.1322,1739953,495117,277,101382,31460,4661,64870,28,1669,,5110,932,13436,,,,,,,
310040,04-NOV-11,31-DEC-12,Settled,HOBOKEN UNIVERSITY MEDICAL CENTER       ,308 WILLOW AVE                          ,,HOBOKEN                                 ,NJ                                      ,07030                                   ,HUDSON                                  ,1528355,,,4362652,,,.283,1052870,309449,143,60632,9164,4377,28509,29.01,1035.82,,1799,1415,10027,,,,583,3,1544,167
310041,01-JAN-12,31-DEC-12,Settled,COMMUNITY MEDICAL CENTER                ,99 ROUTE 37W                            ,,TOMS RIVER                              ,NJ                                      ,08755                                   ,OCEAN                                   ,,,,,,,,,,463,169458,78774,5402,131831,,2047.35,,14002,889,25517,,,,,,,
310044,01-JAN-12,31-DEC-12,Settled w/Audit,CAPITAL HEALTH MED CENTER - HOPEWELL    ,ONE CAPITAL WAY                         ,,HOPEWELL                                ,NJ                                      ,08534-8534                              ,MERCER                                  ,152755,,,2165477,,,.0866,60231,23844,198,72468,13676,2282,49088,.74,1490.95,,3134,785,12407,,,,,,,
